PatientID,SlideName,StartHeight,StartWidth,PatchSize,GrayIntensity,y_msk,x_msk,mask_shape,PatchID,y_merge,x_merge,merge_shape,TissueID,y_pack,x_pack,pack_shape,y_optimized,x_optimized,optimized_shape
TCGA-44-7662,TCGA-44-7662-01Z-00-DX1.2f0b6cea-795a-40ad-93a9-319858e6fb3b,896,8512,448,162,2,19,"(47, 152)",1,12,29,"(67, 172)",2,1,18,"(37, 73)",0,17,"(37, 65)"
TCGA-44-7662,TCGA-44-7662-01Z-00-DX1.2f0b6cea-795a-40ad-93a9-319858e6fb3b,896,8960,448,162,2,20,"(47, 152)",2,12,30,"(67, 172)",2,1,19,"(37, 73)",0,18,"(37, 65)"
TCGA-44-7662,TCGA-44-7662-01Z-00-DX1.2f0b6cea-795a-40ad-93a9-319858e6fb3b,896,9408,448,181,2,21,"(47, 152)",3,12,31,"(67, 172)",2,1,20,"(37, 73)",0,19,"(37, 65)"
TCGA-44-7662,TCGA-44-7662-01Z-00-DX1.2f0b6cea-795a-40ad-93a9-319858e6fb3b,896,9856,448,184,2,22,"(47, 152)",4,12,32,"(67, 172)",2,1,21,"(37, 73)",0,20,"(37, 65)"
TCGA-44-7662,TCGA-44-7662-01Z-00-DX1.2f0b6cea-795a-40ad-93a9-319858e6fb3b,896,10304,448,214,2,23,"(47, 152)",5,12,33,"(67, 172)",2,1,22,"(37, 73)",0,21,"(37, 65)"
TCGA-44-7662,TCGA-44-7662-01Z-00-DX1.2f0b6cea-795a-40ad-93a9-319858e6fb3b,1344,8064,448,163,3,18,"(47, 152)",6,13,28,"(67, 172)",2,2,17,"(37, 73)",1,16,"(37, 65)"
TCGA-44-7662,TCGA-44-7662-01Z-00-DX1.2f0b6cea-795a-40ad-93a9-319858e6fb3b,1344,8512,448,129,3,19,"(47, 152)",7,13,29,"(67, 172)",2,2,18,"(37, 73)",1,17,"(37, 65)"
TCGA-44-7662,TCGA-44-7662-01Z-00-DX1.2f0b6cea-795a-40ad-93a9-319858e6fb3b,1344,8960,448,136,3,20,"(47, 152)",8,13,30,"(67, 172)",2,2,19,"(37, 73)",1,18,"(37, 65)"
TCGA-44-7662,TCGA-44-7662-01Z-00-DX1.2f0b6cea-795a-40ad-93a9-319858e6fb3b,1344,9408,448,125,3,21,"(47, 152)",9,13,31,"(67, 172)",2,2,20,"(37, 73)",1,19,"(37, 65)"
TCGA-44-7662,TCGA-44-7662-01Z-00-DX1.2f0b6cea-795a-40ad-93a9-319858e6fb3b,1344,9856,448,122,3,22,"(47, 152)",10,13,32,"(67, 172)",2,2,21,"(37, 73)",1,20,"(37, 65)"
TCGA-44-7662,TCGA-44-7662-01Z-00-DX1.2f0b6cea-795a-40ad-93a9-319858e6fb3b,1344,10304,448,145,3,23,"(47, 152)",11,13,33,"(67, 172)",2,2,22,"(37, 73)",1,21,"(37, 65)"
